default,Identifier,Remarks,Filter,eng enc ena enz eni ens enj enb enl ent enw,cs,da,de,el,eo,es,esm esn esg esc esa esd esv eso esr ess esf esl esy esz esb ese esh esi esu,fi,fr,hu,it,jp,ko,nl,no nb,pl,pt,ptg,ro,ru,sr
,,Exhumed,,,,,,,,,,,,,,,,,,,,,,,
Training,TXT_EX_MAP00,,,,Výcvik,Uddannelse,,,,Entrenamiento,,Koulutus,Entraînement,Kiképzés,,,,Opleiding,Trening,Trening,Treinamento,,Antrenament,Обучение,
Abu Simbel,TXT_EX_MAP01,,,,Abú Simbel,,,,,,,,,,,,,,,,,,,Абу-Симбел,
Dendur,TXT_EX_MAP02,,,,Dendúr,,,,,,,,,,,,,,,,,,,Дендур,
Kalabsh,TXT_EX_MAP03,,,,Kalabš,,,,,,,,,,,,,,,,,,,Калабаш,
El Subua,TXT_EX_MAP04,,,,es-Sebua,,,,,,,,,,,,,,,,,,,Эль-Субуа,
El Derr,TXT_EX_MAP05,,,,el-Derr,,,,Templo de Derr,el-Derr,,,,,,,,,,,,,,Эль-Дерр,
Abu Ghurab,TXT_EX_MAP06,,,,Abú Ghrajb,,,,Abu Gorab,Abu Gurab,,,,,,,,,,,,,,Абу-Гораб,
Philae,TXT_EX_MAP07,,,,Pilak,,,,Philae-insulo,File del río Nilo,,,,,,,,,,File,Filas,,,Филэ,
El Kab,TXT_EX_MAP08,,,,el-Káb,,,,,,,,,,,,,,,,Elcabe,,,Эль-Каб,
Aswan,TXT_EX_MAP09,,,,Asuán,Assuán,Assuan,,Asuano,Asuán,,,Assouan,,,,,,,Asuan,Assuã,,,Асуан,
Set Boss,TXT_EX_MAP10,https://en.wikipedia.org/wiki/Set_(deity),,,Souboj se Sutechem,,,,Seto,Seth,,,,Set Főellenfél,,,,Set Baas,,Set,Set,,,Дуэль с Сутехом,
Qubbet el Hawa,TXT_EX_MAP11,,,,Kubet el-Hawa,,,,Qubbet el-Hawa,Qubbet el-Hawa,,,,,,,,,,,,,,Куббат аль-Хава,
Abydos,TXT_EX_MAP12,,,,Abýdos,,,,Abidozo,Abidos,,,,,,,,,,,Abidos,,,Абидос,
Edufu,TXT_EX_MAP13,,,,Edfu,,,,Edfu,Edfu,,,,,,,,,,,,,,Эдуфу,
West Bank,TXT_EX_MAP14,,,,Západní břeh,Vestbredden,Westufer,,Cisjordanio,Ribera Occidental,,Länsiranta,Rive ouest,Nyugati Töltés,,,,Westelijke Oever,Vestbredden,Zachodni Brzeg,Margem Ocidental,,Banca Occidentală,Западный берег,
Luxor,TXT_EX_MAP15,,,,,,,,Luksoro,,,,,,,,,,,Luksor,,,,Луксор,
Karnak,TXT_EX_MAP16,,,,,,,,Karnako,,,,,,,,,,,,Carnaque,,,Карнак,
Saqqara,TXT_EX_MAP17,,,,Sakkára,,,,Sakkara,,,,,,,,,,,Sakkara,Sacara,,,Саккара,
Mittrahn,TXT_EX_MAP18,,,,Mitrán,,,,,,,,,,,,,,,,,,,Митрен,
Kilmaatikahn Boss,TXT_EX_MAP19,,,,Souboj s Kilmátichanou,,,,Kilmaatikahn,Kilmaatikahn,,,,Kilmaatikahn Főellenfél,,,,Kilmaatikahn Baas,,Królowa Kilmaatu,Kilmaatikahn,,,Королева Килмаатикана,
Alien Mothership,TXT_EX_MAP20,,,,Mimozemská loď,Fremmede moderskib,Außerirdisches Mutterschiff,,,Nave nodriza extraterrestre,,,Vaisseau extraterrestre,Űrlény Anyahajó,,,,Buitenaards moederschip,Det fremmede moderskipet,Statek Obcych,Nave-Mãe Alienígena,,Nava Mamă,Корабль пришельцев,
Level 21,TXT_EX_MAP21,No names exist for the MP levels,,,,,,,Nivelo 21,Nivel 21,,,Niveau 21,21. Pálya,,,,,Nivå 21,Poziom 21,Fase 21,,Nivelul 21,Уровень 21,
Level 22,TXT_EX_MAP22,,,,,,,,Nivelo 22,Nivel 22,,,Niveau 22,22. Pálya,,,,,Nivå 22,Poziom 22,Fase 22,,Nivelul 22,Уровень 22,
Level 23,TXT_EX_MAP23,,,,,,,,Nivelo 23,Nivel 23,,,Niveau 23,23. Pálya,,,,,Nivå 23,Poziom 23,Fase 23,,Nivelul 23,Уровень 23,
Level 24,TXT_EX_MAP24,,,,,,,,Nivelo 24,Nivel 24,,,Niveau 24,24. Pálya,,,,,Nivå 24,Poziom 24,Fase 24,,Nivelul 24,Уровень 24,
Level 25,TXT_EX_MAP25,,,,,,,,Nivelo 25,Nivel 25,,,Niveau 25,25. Pálya,,,,,Nivå 25,Poziom 25,Fase 25,,Nivelul 25,Уровень 25,
Level 26,TXT_EX_MAP26,,,,,,,,Nivelo 26,Nivel 26,,,Niveau 26,26. Pálya,,,,,Nivå 26,Poziom 26,Fase 26,,Nivelul 26,Уровень 26,
Level 27,TXT_EX_MAP27,,,,,,,,Nivelo 27,Nivel 27,,,Niveau 27,27. Pálya,,,,,Nivå 27,Poziom 27,Fase 27,,Nivelul 27,Уровень 27,
Level 28,TXT_EX_MAP28,,,,,,,,Nivelo 28,Nivel 28,,,Niveau 28,28. Pálya,,,,,Nivå 28,Poziom 28,Fase 28,,Nivelul 28,Уровень 28,
Level 29,TXT_EX_MAP29,,,,,,,,Nivelo 29,Nivel 29,,,Niveau 29,29. Pálya,,,,,Nivå 29,Poziom 29,Fase 29,,Nivelul 29,Уровень 29,
Level 30,TXT_EX_MAP30,,,,,,,,Nivelo 30,Nivel 30,,,Niveau 30,30. Pálya,,,,,Nivå 30,Poziom 30,Fase 30,,Nivelul 30,Уровень 30,
Level 31,TXT_EX_MAP31,,,,,,,,Nivelo 31,Nivel 31,,,Niveau 31,31. Pálya,,,,,Nivå 31,Poziom 31,Fase 31,,Nivelul 31,Уровень 31,
Level 32,TXT_EX_MAP32,,,,,,,,Nivelo 32,Nivel 32,,,Niveau 32,32. Pálya,,,,,Nivå 32,Poziom 32,Fase 32,,Nivelul 32,Уровень 32,
,,,,,,,,,,,,,,,,,,,,,,,,,
Incoming Message,TXT_EX_LASTLEVEL1,,,,Příchozí zpráva,Indgående meddelelse,Eingehende Nachricht,,Envena mesaĝo,Mensaje entrante,,,Message entrant,Bejövő Üzenet,Messaggio in arrivo,,,Inkomend bericht,Innkommende melding,Uwaga Wiadomość,Recebendo Mensagem,,Recepționare Mesaj,Входящее сообщение,
"Our latest scans show
that the alien craft is
powering up, apparently
in an effort to leave.
The bad news is that they
seem to have left a device
behind, and all evidence
says its going to blow a
big hole in our fine planet.
A squad is trying to dismantle
it right now, but no luck so
far, and time is running out.",TXT_EX_LASTLEVEL2,,,,"Poslední průzkumy ukazují,
že mimozemské plavidlo
začíná startovat, očividně
za účelem odletu.
Špatná zpráva je, že tu nechali
zařízení, které s největší
pravděpodobností odpálí velkou
díru do naší krásné planety.
Tým se momentálně snaží tuto
bombu zneškodnit, ale zatím
bezúspěšně - a čas vyprchává.","Vores seneste scanninger viser
at det fremmede fartøj er
oplader sig, tilsyneladende
i et forsøg på at tage af sted.
Den dårlige nyhed er, at de
synes at have efterladt en enhed
efter sig, og alle beviser siger,
at den vil sprænge en stort hul
i vores fine planet. En gruppe
forsøger at afmontere den lige
nu, men uden held, så indtil
videre, og tiden er ved at
løbe ud.","Unsere neuesten Scans zeigen,
dass das außerirdische Schiff
sufsteigt, anscheinend um die
Erde zu verlassen.
Die schlechte Nachricht ist,
dass sie anscheinend ein Gerät
zurückgelassen haben, und alles
deutet darauf hin, dass es ein
großes Loch in unseren schönen
Planeten sprengen wird.
Ein Trupp versucht gerade, es
abzubauen, hatte aber bisher
keinen Erfolg, und die Zeit läuft
uns davon.",,,"Nuestros últimos escáneres muestran
que la nave alienígena se está
encendiendo, aparentemente en
un esfuerzo por irse.
La mala noticia es que parece que
han dejado un dispositivo, y todo
indica que va a hacer un gran agujero
en nuestro planeta. Un escuadrón
está tratando de desmantelarlo
en este momento, pero no ha
habido suerte hasta ahora,
y el tiempo se acaba.",,,"Nos derniers scans montrent
que le vaisseau extraterrestre
s'active, apparemment dans le but
de partir.
La mauvaise nouvelle est qu'ils
semblent avoir laissé un dispositif
derrière eux, et tout indique qu'il
va faire un grand trou dans notre
belle planète. Une équipe essaie
de le démanteler en ce moment même,
mais sans succès pour l'instant,
et le temps presse.","A pásztázás azt mutatja, hogy az űrlény jahót beindították, úgy tűnik távozásra készül.
A rossz hír az, hogy hátra hagytak egy masinát, és úgy tűni kegy hatalmas lyukat fog robbantani kis planétánkba.
Egy egység épp azon dolgozik, hogy hatástalanítsa, de eddig sikertelenül, és az idő fogytán van.",,,,"Onze laatste scans laten
zien dat het buitenaardse
vaartuig aan het opstarten
is, blijkbaar in een poging
om te vertrekken. Het slechte
nieuws is dat ze een apparaat
hebben achtergelaten, en alles
wijst erop dat het een groot
gat in onze mooie planeet gaat
blazen. Een team probeert het
nu te ontmantelen, maar tot
nu toe zonder succes, en de
tijd dringt.","Våre siste skanninger viser at det
utenomjordiske fartøyet er i ferd
med å starte opp, tilsynelatende
i et forsøk på å dra.
Den dårlige nyheten er at de ser
ut til å ha etterlatt seg et apparat,
og alt tyder på at det kommer til
å sprenge et stort hull i vår fine
planet.
En gruppe prøver å demontere
den akkurat nå, men uten hell
så langt, og tiden begynner
å renne ut.","Nasze ostatnie skany
wskazują na to, że statek obcych
startuje. Wygląda na to,
że chcą uciec.
Zła wiadomość jest
taka, że obcy zostawili
urządzenie, które według
naszych badań ma wysadzić
wielką dziurę w naszej planecie.
Wojsko stara się rozbroić
tą bombę, ale nie dają
rady, a czas ucieka.","Nossos últimos rastreios mostram
que a nave alienígena está
carregando sua energia, pelo visto
para tentar partir. As más notícias
são que eles deixaram para trás
um dispositivo e todas as evidências
mostram que isso vai detonar um
grande buraco no nosso belo
planeta. Um esquadrão está
tentando desmontá-lo neste
momento, mas nenhum progresso
até agora e o tempo está se esgotando.",,"Ultimele noastre scanări arată
că nava extraterestră se încarcă,
aparent într-un efort de a pleca.
Vestea proastă e că au lăsat un 
dispozitiv în urmă, iar informațiile
noastre indică faptul că va crea o
groapă imensă în planeta noastră.
Un escadron încearcă să îl dezarmeze
chiar acum, dar fără noroc
deocamdată, iar timpul trece.","Наши последние
снимки показывают, что
инопланетный корабль
набирает мощность, очевидно,
в попытке улететь. Плохая новость
в том, что они похоже, оставили
устройство позади, и все
свидетельства говорят, что
оно проделает большую дыру
в нашей прекрасной планете.
Отряд пытается разобрать его
прямо сейчас, но пока безуспешно,
а время на исходе.
",
"Get aboard that craft now
before it leaves, then find
and shoot all the energy
towers to gain access to the
control room. There you need to
take out the control panels and
the central power source.  This
is the big one buddy, best of
luck... For all of us.
",TXT_EX_LASTLEVEL3,,,,"Dostaň se na palubu té lodi
dřív než odletí a poté najdi
a odstřel všechny napájecí
věže. Tím získáš přístup do
řídící místnosti. Tam musíš
zničit ovládácí panely a
centrální zdroj napájení.
Tohle je ono, kamaráde.
Hodně štěstí a zlom vaz,
za nás za všechny.
","Kom om bord på det fartøj nu før
det afgår, og find så og skyde
alle de energi tårne for at få
adgang til kontrolrum. Der skal
du tage kontrolpanelerne ud og
den centrale energikilde.
Dette er den store, kammerat,
bedst af held og lykke...
For os alle sammen.","Begib dich an Bord dieses 
Schiffes bevor es startet und
zerstöre alle Energietürme um
in den Kontrollraum einzudringen.
Dort musst du die Schalttafeln und
die zentrale Energiequelle ausschalten.
Das ist der letzte Kampf, viel Glück...
... für uns alle.",,,"Sube a bordo de esa nave ahora
antes de que se vaya, luego
encuentra y dispara a todas
las torres de energía para
acceder a la sala de control.
Allí tienes que eliminar los
paneles de control y la
fuente de energía central.
Esta es la grande amigo,
la mejor de las suertes... 
Para todos.",,,"Montez à bord de ce vaisseau
avant qu'il ne parte, puis
trouvez et tirez sur toutes
les tours d'énergie pour accéder
à la salle de contrôle. Là,
vous devez détruire les panneaux
de contrôle et la source d'énergie
centrale. C'est le grand moment,
mon pote, bonne chance...
Pour nous tous.","Szállj fel a hajóra mielőtt elindul, és lődd ki az összes energia tornyot, hogy hozzáférj az irányító szobához. Ha bejutsz, ki kell iktatnod az irányító paneleket és a központi erőforrást. Ez már élesbe megy pajti, sok sikert...mindannyiunknak.",,,,"Ga nu aan boord voordat het
vertrekt, zoek en schiet op
alle energietorens om toegang
te krijgen tot de controlekamer.
Daar moet je de bedienings-
panelen en de centrale kracht-
bron uitschakelen.  Dit is de
grote vriend, veel geluk... 
Voor ons allemaal.","Gå om bord i det fartøyet nå før
det drar, og finn og skyt alle
energitårnene for å få tilgang
til kontrollrommet. Der må du
ta ut kontrollpanelene og den
sentrale strømkilden.
Dette er den store, kompis, 
lykke til... For oss alle.","Wejdź na pokład statku
zanim ucieknie.
Znajdź i zniszcz wszystkie
wieże energetyczne, by dostać
się do centrum dowodzenia.
Tam zniszcz panele kontrolne
oraz główne źródło energii.
Żarty się skończyły, stary.
Powodzenia...","Entre agora naquela nave
antes que ela parta. Depois,
ache e destrua todas as torres
de energia para poder acessar
a sala de controle. Lá você vai
precisar destruir os painéis de
controle e a fonte central de energia. 
Essa é a grande missão,
meu amigo. Boa sorte... Para
todos nós.",,"Acostează înainte să plece,
apoi găsește și distruge turnurile
de energie pentru a accesa
camera de control. Acolo
va trebui să distrugi panourile de
control și sursa de energie centrală.
E peștele mare amice, multă baftă...
Pentru noi toți.","Поднимись на борт этого корабля
пока он не улетел, затем найди
и расстреляй все энергетические
башни, чтобы получить доступ в
комнату управления. Там тебе нужно
уничтожить панели управления и
центральный источник энергии.  Это
самое важное, приятель.
Удачи... всем нам.
",
"The ancient Egyptian city
of Karnak has been seized
by unknown powers, and great
turmoil is spreading into
neighboring lands, posing
a grave threat to planet
earth. Militant forces from
all parts of the globe have
entered the Karnak valley,
but none have returned. The
only known information
regarding this crisis came
from a dying karnak villager
who managed to wander out of
the valley to safety.
'They've stolen the great
King's mummy...', Murmured
the dying villager, but the
villager died before he
could say more. With no
other options, world
leaders have chosen to drop
you into the valley via
helicopter in an attempt
to find and destroy the
threatening forces and
resolve the mystery that
has engulfed this once
peaceful land. Flying at
high altitude to avoid
being shot down like others
before you, your copter
mysteriously explodes in the
air as you barely escape,
with no possible contact
with the outside world.
Scared as hell, you descend
into the heart of karnak...
Home to the celebrated
burial crypt of the great
King Ramses.
",TXT_EX_INTRO,Do not translate yet,,,,,,,,,,,,,,,,,,,,,,,
"An evil force known as the
Kilmaat has besieged the
sanctity of my palace and
is pulling at the very
tendrils of my existence.
These forces intend to
enslave me by reanimating
my preserved corpse. I have
protected my corpse with a
genetic key.  If you are
unsuccessful I cannot
protect civilization, and
chaos will prevail. I am
being torn between worlds
and this insidious
experiment must be stopped.
",TXT_EX_CINEMA1,Level 1,,,"Zlá síla, známá jako Kilmát,
oblehla svatost mého paláce
a hrozí kořeném mé samotné
existence. Tyto síly mě chtějí
zotročit oživením mé zachovalé
mrtvoly. Ochránil jsem své
tělo genetickým klíčem.
Pokud se ti toto nezdaří, nebudu
moci ochránit civilizaci a
zkáza zvítězí. Jsem roztrháván
napříč světy a tento ďábelský
experiment musí skončit.","En ond kraft, kendt som Kilmaat,
har belejret mit palads og
trækker i selve min eksistens. 
Disse kræfter har til hensigt
at gøre mig til slave ved at
genoplive mit bevarede lig.
Jeg har beskyttet mit lig
med en genetisk nøgle. Hvis
det ikke lykkes dig, kan
jeg ikke beskytte
civilisationen, og kaos vil
herske. Jeg bliver revet
mellem verdener, og dette
lumske eksperiment må stoppes.","Eine böse Kraft, die als Kilmaat
bekannt ist, hat die Heiligkeit
meines Palastes belagert und
zieht an den Wurzeln meiner
Existenz. Diese Kräfte wollen
mich versklaven, indem sie meine
erhaltene Leiche wiederbeleben.
Ich habe meine Leiche mit einem
genetischen Schlüssel geschützt.
Wenn du erfolglos bleibst, kann
ich die Zivilisation nicht schützen,
und es wird Chaos herrschen.
Ich bin zwischen den Welten
hin und her gerissen und
dieses heimtückische
Experiment muss gestoppt
werden.
",,,"Una fuerza maligna conocida
como el Kilmaat ha asediado
la santidad de mi palacio y
está tirando de los propios
zarcillos de mi existencia.
Estas fuerzas pretenden
esclavizarme reanimando mi
cadáver preservado. He
protegido mi cadáver con
una llave genética. Si no
tienen éxito, no podré
proteger a la civilización
y prevalecerá el caos.
Estoy siendo desgarrado
entre mundos y este
insidioso experimento
debe ser detenido.",,,,"A Kilmaat névre hallgató gonosz magát a hely szentségét vette így ostrom alá, és érzem ahogy magát az életvonalamat kívánja elszakítani. Úgy akarnak rabszolgájukká tenni, hogy konzervált testemet újra akarják éleszteni. Testemet elláttam egy genetikai kulccsal a védelme érdekében. Ha nem jársz sikerrel, nincs lehetőségem megvédeni a civilizációt, és a káosz fog győzedelmeskedni. A két világ között tipródik a lelkem, véget kell vetni ennek az allattomos kísérletnek.",,,,"Een kwade kracht bekend als
de Kilmaat heeft de heilig-
heid van mijn paleis belegerd
en trekt aan mijn bestaan.
Deze krachten willen mij
tot slaaf maken door mijn
bewaarde lijk te reanimeren.
Ik heb mijn lijk beschermd
met een genetische sleutel.
Als je niet succesvol bent,
kan ik de beschaving niet
beschermen en zal chaos
heersen. Ik word verscheurd
tussen werelden en dit
verraderlijke experiment
moet gestopt worden.","En ond kraft kjent som Kilmaat har
beleiret det hellige palasset mitt
og trekker i selve ranken av min
eksistens. Disse kreftene har til
hensikt å slavebinde meg ved å
gjenopplive mitt konserverte lik.
Jeg har beskyttet liket mitt med
en genetisk nøkkel.  Hvis du ikke
lykkes, kan jeg ikke beskytte
sivilisasjonen, og kaos vil råde.
Jeg slites mellom to verdener,
og dette indre eksperimentet
må stoppes.","Złe siły zwane też Kilmaatem
zbeszcześciły mój święty pałac
i łaszą się na to co pozostało
po mojej śmierci.
Te siły chcą mnie zniewolić
poprzez ożywienie mojego
zmumifikowanego ciała.
Postanowiłem uchronić je
poprzez użycie szyfru
genetycznego. Jeśli twoja misja się
nie powiedzie, to nie będę
mógł ochronić ludzkości
i wtedy nadejdzie chaos.
Jestem rozrywany między
światami, a ten podstępny
eksperyment musi się skończyć.","Uma força maligna conhecida
como os Kilmaat invadiram a
santidade de meu palácio e
ameaçam a minha existência.
Eles desejam me escravizar ao
reanimar meu corpo preservado.
Eu protegi meu corpo com uma
chave genética. Se você falhar
eu não poderei proteger a
civilização e o caos dominará.
Estou sendo rasgado entre
mundos diferentes e este
experimento macabro precisa
ter um fim.",,"O forță malefică cunoscută
drept Kilmaat a asediat sanctitatea
palatului meu și îmi amenință
propria existență. Aceste forțe
încearcă să mă înrobească și
reanimeze. Mi-am protejat corpul
cu o cheie genetică. Dacă nu vei reuși
să îi oprești nu voi putea proteja
civilizațiile, și haosul va triumfa.
Sunt blocat între lumi iar acest
experiment macabru trebuie să
înceteze.","Злая сила, известная как
Килмаат осадила
святыню моего дворца и
и тянет за самые
нити моего существования.
Эти силы намереваются
поработить меня, оживив
мой сохранившийся труп. Я
защитил свой труп
генетическим ключом.  
Если тебе не удастся, то я
не смогу защитить
цивилизацию, и воцарится
хаос. Я разрываюсь
между мирами и этот
коварный эксперимент
должен быть остановлен.
",
"I have hidden a mystical
gauntlet at El Kab that will
channel my energy through
your hands. Find the
gauntlet and cross the Aswan
High Dam to defeat the evil
beast Set.
",TXT_EX_CINEMA2,After Level 4,,,"V el-Kábu jsem ukryl tajemnou
rukavici, která ti umožní využít
mé síly skrz tvé ruce. Najdi
ji, přejdi Vysokou Asuánskou
přehradu a poraž Sutecha,
zlou bestii.","Jeg har gemt en mystisk handske
ved El Kab, som vil kanalisere
min energi gennem dine hænder.
Find handsken, og kryds Assuan-
dæmningen for at besejre det
onde bæst Set.","Ich habe in El Kab einen
mystischen Handschuh
versteckt, der meine Energie
durch deine Hände leiten wird.
Finde den Handschuh und
überquere den Assuan-Staudamm,
um das böse Biest zu besiegen.",,,"He escondido un guantelete
místico en El Kab que
canalizará mi energía a
través de tus manos.
Encuentra el guantelete y
cruza la Alta Presa de Asuán
para derrotar a la malvada
bestia Set.",,,"J'ai caché un gant mystique
à El Kab qui canalisera mon
énergie à travers vos mains.
Trouve le gant et traverse
le Haut barrage d'Assouan
pour vaincre la bête
maléfique Seth.","Elrejtettem El Kab misztikus kesztyűjét, ami átadja energiámat a kezedbe. Keresd meg a kesztyűt, és vágj át az Aswani magas gáton hogy legyőzd a gonosz Set-et.",,,,"Ik heb een mystieke
handschoen verborgen bij
El Kab die mijn energie
door je handen zal sturen.
Vind de handschoen en
steek de Aswandam over om
het kwaadaardige beest
Set te verslaan.","Jeg har gjemt en mystisk hanske
i El Kab som vil kanalisere
energien min gjennom hendene
dine. Finn hansken og kryss
Aswan-demningen for å
beseire det onde beistet Set.","Ukryłem mistyczną bransoletę
w El Kab, która prześle część
mojej mocy do twych rąk.
Znajdź ją i przejdź przez
Wielką Tamę Asuanu, by zniszczyć
złą bestię, której imię Set.","Eu escondi uma braçadeira
mística em Elcabe que
canalizará minha energia
para suas mãos. Encontre-a
e atravesse a Represa de
Assuã para derrotar Set, a besta maligna.",,"Am ascuns o mănușă mistică
îl El Kab care îmi va canaliza energia
prin mâinile tale. Găsește-o și treci
peste barajul Aswan pentru a învinge
bestia perfidă Set.","Я спрятал мистическую
перчатку в Эль-Каб, которая
направит мою энергию через
твои руки. Найди
перчатку и пересеки Асуанскую
плотину, чтобы победить злое
чудовище по имени Сутех.",
"You've made it halfway toward
fullfilling your destiny.
The Kilmaat are growing
restless with your progress.
Seek out a temple in this
citadel where I will provide
more information.
",TXT_EX_CINEMA3,After Level 10,,,"Jsi napůl cesty k naplnění
svého osudu. Kilmátu se tvůj
postup nelíbí a je neklidný.
Najdi v této citadele chrám,
kde ti poskytnu další informace.","Du er nået halvvejs i retning
af at opfylde din skæbne.
Kilmaat er ved at blive
rastløse over dine fremskridt.
Opsøg et tempel i dette citadel,
hvor jeg vil give dig flere
oplysninger.","Du den halben Weg geschafft, 
um dein Schicksal zu erfüllen.
Die Kilmaat werden durch deine
Aktionen unruhig.
Suche in dieser Zitadelle einen
Tempel auf, in dem ich weitere
Informationen geben werde.",,,"Has hecho la mitad del
camino hacia el cumplimiento
de tu destino. Los Kilmaat
se están inquietando con tu
progreso. Busca un templo en
esta ciudadela donde te daré
más información.",,,"Vous avez fait la moitié
du chemin vers
l'accomplissement de
votre destin. Le Kilmaat
sont de plus en plus
agité avec votre progrès.
Cherchez un temple dans
cette citadelle où je
vous fournirai plus
d'informations.","Eljutottál végzeted első feléhez. A Kilmaatot már egészen nyugtalanítja az eddigi előrehaladásod. Keress fel egy templomot ebben a citadellában, hogy fel tudjalak világosítani a továbbiakról.",,,,"Je bent al halverwege het
vervullen van je lot. De
Kilmaat wordt onrustig
door jouw vooruitgang.
Zoek een tempel in deze
citadel waar ik je meer
informatie zal geven.","Du har kommet halvveis mot å
oppfylle din skjebne. Kilmaatene
blir rastløse av fremgangen din.
Oppsøk et tempel i dette
citadellet der jeg vil gi deg
mer informasjon.","Jesteś już w połowie drogi
by osiągnąć swe przeznaczenie.
Kilmaat robi się niespokojny
patrząc na twe osiągnięcia.
Znajdź świątynię w tej twierdzy.
Tam podam ci więcej informacji.","Você já está na metade do
caminho para cumprir o seu
destino. Os Kilmaat estão
ficando inquietos com o seu
progresso. Encontre um
templo nesta cidadela onde
darei mais informações.",,"Ești la jumătatea drumului
de a-ți împlini destinul. Kilmaații
își pierd răbdarea în fața progresului
tău. Caută un templu în citadela
asta unde îți voi oferi mai multe informații.","Ты прош@[irreg_1_rus] половину пути к
к исполнению своей судьбы.
Килмаат становятся всё более
неспокойными из-за твоих действий.
Ищи храм в этой
цитадели, где я дам
больше информации.",
"Set was a formidable foe.
No mortal has even conquered
their own fear, much less
entered mortal battle and
taken his life.
",TXT_EX_CINEMA4,Before Level 11,,,"Sutech byl hrozivým nepřítelem.
Žádný smrtelník ještě neporazil
vlastní strach, natožpak aby
se s ním ve smrtelném souboji
střetl a zahubil jej.","Set var en frygtindgydende
fjende. Ingen dødelig har
overvundet sin egen frygt,
og slet ikke gået ind i en
dødelig kamp og taget hans
liv.","Set war ein beeindruckender Feind.
Kein Sterblicher hat je seine
eigene Angst besiegt, geschweige
denn den tödlichen Kampf
aufgenommen und sein Leben
genommen.",,,"Set era un enemigo
formidable. Ningún mortal ha
conquistado siquiera su
propio miedo, mucho menos
entrado en batalla mortal
y tomado su vida.",,,"Seth était un ennemi
redoutable. Aucun mortel
n'a même vaincu sa propre
peur, et encore moins
participé à une bataille
mortelle et pris sa vie.","Set egy méltó ellenfél volt. Egyetlen halandó sem volt eddig képes a saját félelmét legyőzni, nemhogy még evilági csatában győzedelmeskedjen.",,,,"Set was een formidabele
vijand. Geen sterveling
heeft zelfs zijn eigen angst
overwonnen, laat staan een
sterfelijk gevecht aangegaan
en zijn leven genomen.","Set var en formidabel fiende.
Ingen dødelig har engang
overvunnet sin egen frykt, langt
mindre gått inn i en dødelig
kamp og tatt hans liv.","Set był potężnym przeciwnikiem.
Żaden śmiertelnik jeszcze nigdy
nie przezwyciężył swych najgorszych
koszmarów. Tak samo nikt nigdy
nie stoczył z nim walki i zwyciężył.","Set foi um inimigo formidável.
Nenhum mortal jamais conquistou
o próprio medo, tampouco entrou
em combate mortal e tirou a sua vida.",,"Set a fost un inamic formidabil.
Niciun muritor nu a reușit să își
învingă teama, cu atât mai puțin
să intre în luptă și să îi ia viața.","Сутех был грозным противником.
Ни один смертный не смог побороть
даже свой собственный страх,
а тем более вступить в
смертельную битву и
отнять у него жизнь.
",
